Categoria,nome,precoMaximo,percentualDesconto,quantidadeDisponivel,precoComDesconto,pesoEmGramas,foraDeEstoque,quantidade
Alimentos Industrializados,Sunfeast Macarrao Guloseima Pacote de Tomate Queijo,2800,17,0,2300,65,TRUE,65
Alimentos Industrializados,Safal Congelado - Doce Milho,16000,5,0,15200,1000,TRUE,1
Alimentos Industrializados,MTR Vegetal Upma,2500,0,0,2500,60,TRUE,60
Alimentos Industrializados,Del Monte Original Mistura Tomate Ketchup Sache,12000,7,0,11100,950,TRUE,950
Alimentos Industrializados,Del Monte Natural Vinagre ,5500,3,0,5300,180,TRUE,180
Alimentos Industrializados,Del Monte Sem ovo Mayo,13500,6,0,12600,500,TRUE,500
Alimentos Industrializados,ITC Mestre Chef Com queijo Milho Triangles,16000,5,0,15200,320,TRUE,320
Alimentos Industrializados,Mother's Receita Misto Picles ,11500,4,0,11000,400,TRUE,400
Alimentos Industrializados,Godrej Yummiez Frango Cafe da manha Salami,15000,4,0,14300,250,TRUE,250
Alimentos Industrializados,Hershey's Cacau + Amendoa Pasta,29500,9,0,26600,350,TRUE,350
Alimentos Industrializados,Maggi Especial Masala Apimentado Saboroso Macarrao instantaneo,7200,0,0,7200,280,TRUE,280
Alimentos Industrializados,Del Monte Schezwan Molho,5500,0,0,5500,190,TRUE,190
Alimentos Industrializados,Yummiez Verde Ervilhas,13500,0,0,13500,500,TRUE,500
Alimentos Industrializados,Yummiez Verde Ervilhas,25000,0,0,25000,1000,TRUE,1
Alimentos Industrializados,Yummiez American Doce Milho,8500,0,0,8500,400,TRUE,400
Alimentos Industrializados,Dr Oetker Cucumber & Cenoura Sanduiche Pasta Vegetariano,7900,0,0,7900,250,TRUE,250
Alimentos Industrializados,Del Monte Pitted Verde Olives,25000,0,0,25000,450,TRUE,450
Sorvetes e Sobremesas,Maggi 2 Minuto Masala Macarrao instantaneo,1200,0,6,1200,70,FALSE,70
Sorvetes e Sobremesas,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1
Sorvetes e Sobremesas,iD Malabar Parota ,8000,10,4,7200,400,FALSE,400
Sorvetes e Sobremesas,iD Trigo Lachha Paratha,8000,12,6,7000,400,FALSE,400
Sorvetes e Sobremesas,McCain Batata Tikki,11000,4,6,10500,400,FALSE,400
Sorvetes e Sobremesas,McCain Smiles Cripsy Feliz Potatoes,12000,5,6,11400,415,FALSE,415
Sorvetes e Sobremesas,McCain Vegetal Hamburguer Patty,11500,3,6,11100,360,FALSE,360
Sorvetes e Sobremesas,McCain Vegetal Palitos,11700,5,6,11100,400,FALSE,400
Sorvetes e Sobremesas,Amul Delicioso Gordura Pasta - Colesterol Sem,1800,5,6,1700,100,FALSE,100
Sorvetes e Sobremesas,Whiskas Umido Meal (Adult - Gato Food) Frango em Molho,3500,2,2,3400,85,FALSE,85
Sorvetes e Sobremesas,McCain Pimenta Alho Batata Pedacos Crocante Batata Nuggets,12500,5,1,11800,420,FALSE,420
Sorvetes e Sobremesas,Ching's Segredo Instantaneo Picante Alho Macarrao instantaneo,1500,0,3,1500,60,FALSE,60
Sorvetes e Sobremesas,Veeba Sem ovo Maionese,7900,11,5,7000,250,FALSE,250
Sorvetes e Sobremesas,Ching's Segredo Instantaneo Schezwan Macarrao instantaneo,1500,0,6,1500,60,FALSE,60
Sorvetes e Sobremesas,Veeba Macarrao E Pizza Molho,7500,13,5,6500,280,FALSE,280
Sorvetes e Sobremesas,Topo Ramen Macarrao instantaneo Curry Vegetariano Sache,2000,0,1,2000,70,FALSE,70
Sorvetes e Sobremesas,Saffola Vegetal Toque Masala Aveia,1500,0,6,1500,38,FALSE,38
Sorvetes e Sobremesas,Unibic Amendoa & Aveia Proteina Barra,4000,17,4,3300,30,FALSE,30
Sorvetes e Sobremesas,Quaker Aveia,7900,0,2,7900,400,FALSE,400
Sorvetes e Sobremesas,Amul Delicioso Gordura Pasta - Colesterol Sem,8800,2,2,8600,500,FALSE,500
Sorvetes e Sobremesas,McCain Francesa Batata frita,12000,5,1,11400,420,FALSE,420
Sorvetes e Sobremesas,Ching's Segredo Manchow Instantaneo Sopa,1000,0,1,1000,15,FALSE,15
Sorvetes e Sobremesas,McCain Batata Queijo Shotz,13000,4,6,12400,250,FALSE,250
Sorvetes e Sobremesas,McCain Masala - Batata frita,12000,5,3,11400,375,FALSE,375
Sorvetes e Sobremesas,Ching's Segredo Schezwan Frito Arroz Masala,1500,0,6,1500,20,FALSE,20
Sorvetes e Sobremesas,McCain Novo Mini Samosa com Queijo Pizza Estilo Recheio,12000,1,3,11800,240,FALSE,240
Sorvetes e Sobremesas,McCain Pimenta Com queijo Nuggets,13000,4,1,12400,250,FALSE,250
Sorvetes e Sobremesas,"Whiskas Adulto (+1 Year) Seco Gato Food, Ocean Peixe Sabor",43000,10,6,38700,1200,FALSE,1
Sorvetes e Sobremesas,Chings Instantaneo Sopa - Picante & Azedo,1000,0,1,1000,15,FALSE,15
Sorvetes e Sobremesas,Amul Spray Infant Leite Alimento,19700,2,6,19300,500,FALSE,500
Sorvetes e Sobremesas,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,FALSE,375
Sorvetes e Sobremesas,McCain Francesa Batata frita Crocante & Delicioso,17500,4,3,16700,750,FALSE,750
Sorvetes e Sobremesas,Ferrero Nutella Hazelnut Pasta,22000,5,2,20700,180,FALSE,180
Sorvetes e Sobremesas,Lijjat Alho Papad,6000,5,5,5700,200,FALSE,200
Sorvetes e Sobremesas,Switz Samosa Dough Sheets,9000,4,6,8600,50,FALSE,50
Sorvetes e Sobremesas,Amul Queijo Pasta Cremoso,8500,5,6,8000,180,FALSE,180
Sorvetes e Sobremesas,Maggi Tamarindo Molho Pichkoo,2200,0,6,2200,90,FALSE,90
Sorvetes e Sobremesas,Whiskas Kitten (2-12 months) Seco Gato Alimento Alimento Ocean Peixe,38500,9,5,34700,1100,FALSE,1100
Sorvetes e Sobremesas,Chings Instantaneo Sopa - Doce Milho Vegetariano,1000,0,2,1000,15,FALSE,15
Sorvetes e Sobremesas,Whiskas Umido Meal (Kitten - Gato Food) Frango em Molho,3500,5,2,3300,85,FALSE,85
Sorvetes e Sobremesas,McCain Crazy Batata frita Masala MixHot 'n' Acidinho,12000,5,6,11400,400,FALSE,400
Sorvetes e Sobremesas,Integral Truth Duplo Cacau Proteina Barra Sem Acucar,10000,10,6,9000,52,FALSE,52
Sorvetes e Sobremesas,Amul Feliz Treats Francesa Batata frita,6800,4,1,6500,425,FALSE,425
Sorvetes e Sobremesas,Ferrero Nutella Hazeulnut Pasta,38000,6,5,35700,350,FALSE,350
Sorvetes e Sobremesas,Veeba Chipolte Southwest Molho,16100,7,4,14900,300,FALSE,300
Sorvetes e Sobremesas,Ching's Segredo Manchow Macarrao instantaneo Instantaneo Sopa,1500,0,6,1500,20,FALSE,20
Sorvetes e Sobremesas,Yoga Barra Cafe da manha Proteina Barra - Blueberry Torta,5000,12,1,4400,50,FALSE,50
Sorvetes e Sobremesas,Quaker Aveia,19900,7,6,18400,1000,FALSE,1
Sorvetes e Sobremesas,Integral Truth Mini Proteina Barra - Coco Cacau Sem Adicionado Acucar,5500,25,6,4100,27,FALSE,27
Sorvetes e Sobremesas,Switz Primavera Rolo Dough Sheets,9000,4,6,8600,1160,FALSE,20
Sorvetes e Sobremesas,Unibic Fruta & Castanha Real Cranberries & Amendoas Proteina Barra,4000,17,6,3300,30,FALSE,30
Sorvetes e Sobremesas,Ching's Segredo Tomate Instantaneo Sopa,1000,0,1,1000,16,FALSE,15
Sorvetes e Sobremesas,Chef's Cesta Durum Trigo Elbow Macarrao,16000,50,6,8000,500,FALSE,500
Sorvetes e Sobremesas,Sunfeast Yippee! Mood Masala Macarrao instantaneo,6000,28,3,4300,260,FALSE,260
Sorvetes e Sobremesas,MTR Cafe da manha Azedo Doce Poha Mistura,2500,20,6,2000,60,FALSE,60
Sorvetes e Sobremesas,Kellogg's Crocante Fruta & Castanha Cafe da manha Cereais Muesli,44500,9,6,40100,750,FALSE,750
Sorvetes e Sobremesas,Ching's Segredo Pimenta Vinagre,5000,0,4,5000,170,FALSE,170
Sorvetes e Sobremesas,Ching's Vermelho Pimenta Molho,5500,0,6,5500,200,FALSE,200
Sorvetes e Sobremesas,Amul Light Pasta,4000,2,5,3900,100,FALSE,100
Sorvetes e Sobremesas,Borges Durum Trigo Fusilli Macarrao ,25000,0,3,25000,500,FALSE,500
Sorvetes e Sobremesas,Integral Truth Cranberry Mini Proteina Barra Sem Acucar,5500,20,6,4400,27,FALSE,27
Sorvetes e Sobremesas,Integral Truth Mini Proteina Barra - Cafe Cacau Sem Adicionado Acucar,5500,20,6,4400,27,FALSE,27
Sorvetes e Sobremesas,Maggi Picante & Doce Tomate Pimenta Molho,11500,0,1,11500,500,FALSE,500
Sorvetes e Sobremesas,Sunfeast YiPPee! Macarrao instantaneo - Magico Masala,9600,5,4,9100,540,FALSE,540
Sorvetes e Sobremesas,Chef's Cesta Durum Trigo Fusilli Macarrao,16000,50,6,8000,500,FALSE,500
Sorvetes e Sobremesas,Topo Ramen Frango Macarrao instantaneo,6000,10,1,5400,280,FALSE,280
Sorvetes e Sobremesas,Veeba Queijo e Pimenta Sanduiche Pasta,8900,11,6,7900,275,FALSE,275
Sorvetes e Sobremesas,Ching’s Segredo Chow mein Hakka Macarrao instantaneo Masala ,4400,0,2,4400,60,FALSE,60
Sorvetes e Sobremesas,Safal Congelado - Misto Legumes,11000,4,2,10500,1000,FALSE,1
Sorvetes e Sobremesas,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60
Sorvetes e Sobremesas,Ching's Manchurian Instantaneo Macarrao instantaneo,1500,0,5,1500,60,FALSE,60
Sorvetes e Sobremesas,Integral Truth Amendoim Cacau Mini Proteina Barra Sem Acucar ,5500,25,6,4100,27,FALSE,27
Sorvetes e Sobremesas,Gits Pao Bhaji Pronto para Comer,11000,22,6,8500,300,FALSE,300
Sorvetes e Sobremesas,McCain Novo Mini Samosa com Queijo Milho Estilo Recheio,12000,1,2,11800,240,FALSE,240
Sorvetes e Sobremesas,Lijjat Udad Mini Papad,6000,6,6,5600,200,FALSE,200
Sorvetes e Sobremesas,McCain Herb & Alho Crazy Batata frita Masala Mistura ,12000,5,5,11400,400,FALSE,400
Sorvetes e Sobremesas,Yoga Barra Multigraos Energia Barra Castanhas E Sementes,4000,12,4,3500,38,FALSE,38
Sorvetes e Sobremesas,"Ching's Segredo Sauce, Verde Pimenta",5500,0,5,5500,190,FALSE,190
Sorvetes e Sobremesas,Veeba Pizza Topping,7500,6,4,7000,280,FALSE,280
Sorvetes e Sobremesas,Switz Paratha Puff,11000,4,6,10500,400,FALSE,400
Sorvetes e Sobremesas,"Novo Kellogg's Muesli com 21% Fruit, Castanha & Sementes",32500,6,6,30500,500,FALSE,500
Sorvetes e Sobremesas,Integral Truth Duplo Cacau Mini Proteina Barra Sem Acucar,5500,20,5,4400,27,FALSE,27
Sorvetes e Sobremesas,Sunfeast Yippee Tricolor Macarrao Tempero,2800,17,1,2300,65,FALSE,65
Sorvetes e Sobremesas,Wingreens Com queijo Chipotle Molho,9900,49,1,5000,130,FALSE,130
Sorvetes e Sobremesas,Maggi Rico Tomate Ketchup,10500,4,2,10000,500,FALSE,500
Sorvetes e Sobremesas,Integral Truth Meio amargo Chocolate Amendoim Manteiga - Cremoso,23500,25,6,17400,325,FALSE,325
Sorvetes e Sobremesas,Godrej Yummiez Frango Nuggets,32500,9,1,29300,500,FALSE,500
Sorvetes e Sobremesas,Ir Queijo Pasta Simples,9900,5,6,9400,200,FALSE,200
Sorvetes e Sobremesas,Kellogg's Real Amendoa & Mel Milho Flocos,17500,9,6,15800,300,FALSE,300
Sorvetes e Sobremesas,Integral Truth Vegano Amendoa Choco Fudge Energia Barra Sem Acucar,6000,20,6,4800,40,FALSE,40
Sorvetes e Sobremesas,Prasuma Vegetal Momos,27000,0,5,27000,24,FALSE,24
Sorvetes e Sobremesas,MTR Upma,5000,10,6,4500,160,FALSE,160
Sorvetes e Sobremesas,Ching's Schezwan Masala Instantaneo Macarrao instantaneo,6000,0,1,6000,240,FALSE,240
Sorvetes e Sobremesas,Integral Truth Cranberry Proteina Barra Sem Acucar,10000,26,6,7400,52,FALSE,52
Sorvetes e Sobremesas,Saffola Saboroso Masala Macarrao instantaneo ,2000,0,2,2000,46,FALSE,46
Sorvetes e Sobremesas,Veeba English Mostarda,7400,6,2,6900,300,FALSE,300
Sorvetes e Sobremesas,Dabur Caseiro Tamarindo Pasta,4800,6,6,4500,200,FALSE,200
Sorvetes e Sobremesas,Yoga Barra Cafe da manha Muesli - Amendoa Caramel (No Adicionado Sugar),32500,4,6,30900,400,FALSE,400
Sorvetes e Sobremesas,Integral Truth Mini Proteina Barra - Amendoim Manteiga Sem Adicionado Acucar,5500,25,6,4100,27,FALSE,27
Sorvetes e Sobremesas,ITC Mestre Chef Crocante Frango Batata frita ,17000,4,3,16200,280,FALSE,280
Sorvetes e Sobremesas,Kelloggs Milho Flocos,9900,13,6,8600,250,FALSE,250
Sorvetes e Sobremesas,Nissin Copo Macarrao instantaneo Acidinho Tomate,5000,10,2,4500,70,FALSE,70
Sorvetes e Sobremesas,Smith & Jones Branco Macarrao Molho Mistura,4000,0,3,4000,46,FALSE,46
Sorvetes e Sobremesas,Sunfeast Yippee! Macarrao Guloseima - Azedo Creme Cebola,2800,10,1,2500,65,FALSE,65
Sorvetes e Sobremesas,Maes Receita Tamrind Date Chutney ,5500,9,2,5000,200,FALSE,200
Sorvetes e Sobremesas,Veeba Hortela Maionese,16900,8,4,15500,300,FALSE,300
Sorvetes e Sobremesas,Mccain Emotibites - Crocante Feliz Batata Lanche,13000,0,6,12900,415,FALSE,415
Sorvetes e Sobremesas,Integral Truth Energia Barra Choco Cranberry Fudge,6000,26,6,4400,40,FALSE,40
Sorvetes e Sobremesas,Godrej Yummiez Frango Lucknowi Seekh Kebab,26000,10,4,23400,400,FALSE,400
Sorvetes e Sobremesas,Prasuma Vegetal Momos,15000,0,5,15000,580,FALSE,10
Sorvetes e Sobremesas,Mother's Receita Misto Picles,8500,9,2,7700,300,FALSE,300
Sorvetes e Sobremesas,Sunfeast Yippee! Macarrao Guloseima - Azedo Creme Cebola,2800,17,3,2300,65,FALSE,65
Sorvetes e Sobremesas,Integral Truth Amendoim Cacau Proteina Barra Sem Acucar,10000,26,6,7400,52,FALSE,52
Sorvetes e Sobremesas,Yoga Barra Cafe da manha Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,FALSE,400
Sorvetes e Sobremesas,Sunfeast YiPPee! Magico Masala Macarrao instantaneo,7000,10,3,6300,405,FALSE,405
Sorvetes e Sobremesas,Veeba Doce Cebola Molho,14100,14,4,12100,350,FALSE,350
Sorvetes e Sobremesas,Quaker Aveia Cafe da manha Cereais - Com Sabor Mistura Nutritious Rico Source De Energia,4900,8,6,4500,200,FALSE,200
Sorvetes e Sobremesas,Mother's Receita Tamarindo Pasta,5000,2,6,4900,200,FALSE,200
Sorvetes e Sobremesas,Yogabar Sem Adicionado Acucar Proteina Barra Brownie,12500,15,4,10600,60,FALSE,60
Sorvetes e Sobremesas,Bambino Popular Aletria ,4000,2,3,3900,400,FALSE,400
Sorvetes e Sobremesas,Ching's Segredo Mistura Vegetariano Instantaneo Sopa,1000,0,3,1000,15,FALSE,15
Sorvetes e Sobremesas,Mother's Receita Picles - Vermelho Recheado Pimenta,14500,11,3,12900,400,FALSE,400
Sorvetes e Sobremesas,Kellogg's Sem Adicionado Acucar Muesli,33500,11,6,29800,500,FALSE,500
Sorvetes e Sobremesas,Veeba Molho Molho,11900,6,6,11100,360,FALSE,360
Sorvetes e Sobremesas,Veeba Thousand Island Molho,14900,8,6,13700,300,FALSE,300
Sorvetes e Sobremesas,Baggry's Crocante Muesli Amendoa Raisins & Mel,13000,0,5,13000,200,FALSE,200
Sorvetes e Sobremesas,Knorr Chinese Picante E Azedo Vegetariano Sopa,5500,3,1,5300,43,FALSE,43
Sorvetes e Sobremesas,Ir Queijo Pasta - Alho,9900,5,6,9400,200,FALSE,200
Sorvetes e Sobremesas,Integral Truth Amendoim Manteiga Com Tamaras - Cremoso Sem Acucar,21500,9,6,19400,325,FALSE,325
Sorvetes e Sobremesas,Zorabian Frango Smoked Ham,20500,5,1,19400,250,FALSE,250
Sorvetes e Sobremesas,Kissan Abacaxi Jam,16500,9,1,14900,500,FALSE,500
Sorvetes e Sobremesas,Smith & Jones Masala Macarrao instantaneo,8900,0,5,8900,480,FALSE,480
Sorvetes e Sobremesas,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,FALSE,400
Sorvetes e Sobremesas,Sunfeast Yippee! Poder Para cima Farinha de trigo integral Macarrao instantaneo,9600,15,6,8100,280,FALSE,280
Sorvetes e Sobremesas,McCain Super Wedges,12000,7,6,11100,400,FALSE,400
Sorvetes e Sobremesas,"Kellogg's Crocante Granola Honey, Almonds, Strawberries & Abobora Sementes",33000,10,1,29400,450,FALSE,450
Sorvetes e Sobremesas,Kellogg's Chocos,13000,10,6,11700,250,FALSE,250
Sorvetes e Sobremesas,Ching's Segredo Apenas De molho - Integral Trigo Vegetariano Hakka Macarrao,3200,0,3,3200,150,FALSE,150
Sorvetes e Sobremesas,Integral Truth Vegano Fig Apricot & Laranja Energia Barra Sem Acucar,6000,20,6,4800,40,FALSE,40
Sorvetes e Sobremesas,Saffola Vegetal Toque Masala Aveia,19500,12,2,17100,500,FALSE,500
Sorvetes e Sobremesas,ITC Mestre Chef Classico Batata Tikki,8000,10,3,7200,320,FALSE,320
Sorvetes e Sobremesas,Smith & Jones Rosa Macarrao Molho Mistura,4000,0,4,4000,46,FALSE,46
Sorvetes e Sobremesas,Wingreens Farms Chipotle Molho,20000,25,1,15000,180,FALSE,180
Sorvetes e Sobremesas,Kellogg's Real Amendoa & Mel Milho Flocos,55000,5,3,52000,1000,FALSE,1
Sorvetes e Sobremesas,Kellogg's Crocante Granola Chocolate & Amendoas,33000,10,3,29400,450,FALSE,450
Sorvetes e Sobremesas,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,FALSE,180
Sorvetes e Sobremesas,Ching's Segredo Singapura Curry Instantaneo Macarrao instantaneo,1500,0,3,1500,60,FALSE,60
Sorvetes e Sobremesas,Mother's Receita Picles - Manga,12500,9,6,11300,400,FALSE,500
Sorvetes e Sobremesas,Godrej Yummiez Pimenta Frango Linguicas ,16000,10,3,14400,250,FALSE,250
Sorvetes e Sobremesas,Pedigree Dentastix Cachorro Guloseima Oral Cuidado para Adulto Medio Breed ,17500,20,6,14000,180,FALSE,180
Sorvetes e Sobremesas,Maggi Picante & Doce - Tomate Pimenta Molho,17000,10,1,15300,1000,FALSE,1
Sorvetes e Sobremesas,Ching's Segredo Asian Picante Instantaneo Sopa,1500,0,3,1500,15,FALSE,15
Sorvetes e Sobremesas,Kellogg’s Chocos Proteina E Fibra De 1 Roti,49900,11,6,44400,1200,FALSE,1
Sorvetes e Sobremesas,Mother's Receita Picles - Manga,14900,26,4,10900,500,FALSE,500
Sorvetes e Sobremesas,Chings Segredo Manchurian Instantaneo Macarrao,6000,0,6,6000,240,FALSE,240
Sorvetes e Sobremesas,Kellogg's Original Milho Flocos,31000,6,6,29000,875,FALSE,875
Sorvetes e Sobremesas,Ching's Singapura Curry Instantaneo Macarrao instantaneo,6000,0,4,6000,240,FALSE,240
Sorvetes e Sobremesas,Kellogg's Amendoas E Cranberries Granola,33000,6,6,31000,460,FALSE,460
Sorvetes e Sobremesas,Nestle Ceregrow Multigraos Cereal com Leite e Frutas - 3 para 6 years,29200,0,6,29200,300,FALSE,300
Sorvetes e Sobremesas,MTR 3 Minuto Cafe da manha - Magico Masala Upma,2500,0,6,2500,60,FALSE,60
Sorvetes e Sobremesas,Smith & Jones Masala Macarrao instantaneo,6800,10,5,6100,360,FALSE,360
Sorvetes e Sobremesas,"Knorr Classico Tomate Sopa Com 100% Real Vegetabls, Sem Adicionado Preservatives",5500,0,6,5500,53,FALSE,53
Sorvetes e Sobremesas,Godrej Yummiez Frango Punjabi Tikka ,29500,9,6,26600,360,FALSE,360
Sorvetes e Sobremesas,Kellogg's Milho Flocos,42500,9,1,38300,1000,FALSE,1
Sorvetes e Sobremesas,Kelloggs Chocos,17000,5,4,16000,385,FALSE,385
Sorvetes e Sobremesas,Pedigree Filhote Seco Cachorro Alimento Alimento Frango & Leite,29000,20,6,23200,1200,FALSE,1200
Sorvetes e Sobremesas,Ching's Segredo Limao Coentro Instantaneo Sopa,1500,0,5,1500,15,FALSE,15
Sorvetes e Sobremesas,Nestle Cerelac Bebe Cereal Com Leite Wheat-Rice Misto Fruta,26100,0,6,26100,300,FALSE,300
Sorvetes e Sobremesas,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,FALSE,1
Sorvetes e Sobremesas,ITC Mestre Chef Frango Galouti Kebab,17000,4,2,16200,210,FALSE,210
Sorvetes e Sobremesas,Yogabar 100% Puro Amendoim Manteiga Cremoso & Saboroso Sem acucar,22900,10,6,20600,400,FALSE,400
Sorvetes e Sobremesas,Kitchens De India Palak Paneer,13000,30,6,9100,285,FALSE,285
Sorvetes e Sobremesas,Kelloggs Chocos Recheios Duplo Chocolat,9900,11,6,8800,175,FALSE,175
Sorvetes e Sobremesas,Soulfull Ragi Pedacos Choco Recheios,16900,5,4,16000,250,FALSE,250
Sorvetes e Sobremesas,Figaro Fatiado Preto Oliva ,17900,0,6,17900,450,FALSE,450
Sorvetes e Sobremesas,Veeba Barbeque Molho,14900,8,6,13700,330,FALSE,330
Sorvetes e Sobremesas,Integral Truth Vegano Mocha Amendoa Fudge Energia Barra Sem Acucar,6000,20,6,4800,40,FALSE,40
Sorvetes e Sobremesas,"Integral Truth - Nuts, Frutas & Sementes Muesli",32500,20,6,26000,350,FALSE,350
Sorvetes e Sobremesas,Pantai Verde Curry Pasta,15000,14,5,12800,114,FALSE,114
Sorvetes e Sobremesas,Kelloggs Especial K,21000,8,5,19200,435,FALSE,435
Sorvetes e Sobremesas,Moi Soi Sichuan Pimenta Oil- Para Refogado Frito Marinada Pasta & Molho,28000,50,5,14000,175,FALSE,175
Sorvetes e Sobremesas,Mother's Receita Madras Appalam,5000,10,6,4500,100,FALSE,100
Sorvetes e Sobremesas,Topo Ramen Masala Oat Masala,8000,10,6,7200,280,FALSE,280
Sorvetes e Sobremesas,Saffola Do dia a dia Peppy Tomate Masala Aveia,19500,12,6,17100,500,FALSE,500
Sorvetes e Sobremesas,"Ching's Segredo Instantaneo Noodles, Picante Alho",6000,0,4,6000,240,FALSE,240
Sorvetes e Sobremesas,Kitchens De India Frango Chettinad,20000,30,1,14000,285,FALSE,285
Sorvetes e Sobremesas,Nestle Cerelac Trigo - Stage 1,19000,0,6,19000,300,FALSE,300
Sorvetes e Sobremesas,Sumeru Batata Paratha,11900,5,6,11300,400,FALSE,400
Sorvetes e Sobremesas,ITC Mestre Chef Vegetal Pizza Bolso,17000,4,4,16200,340,FALSE,340
Sorvetes e Sobremesas,Wingreens Farms Acidinho Queijo Pita Chips & Mexicano Molho Molho,6000,15,1,5100,70,FALSE,70
Sorvetes e Sobremesas,Ching's Segredo Manchow Sopa,5500,0,3,5500,55,FALSE,55
Sorvetes e Sobremesas,Veeba Cenoura & Cucumber Sanduiche Pasta,8500,10,6,7600,250,FALSE,250
Sorvetes e Sobremesas,Kellogg's Real Amendoa & Mel Milho Flocos,37000,12,3,32400,650,FALSE,650
Sorvetes e Sobremesas,Kitchens De India Mughlai Paneer,16000,30,4,11200,285,FALSE,285
Sorvetes e Sobremesas,Ching's Segredo Apenas De molho - Vegetariano Hakka Macarrao instantaneo,3000,0,5,3000,150,FALSE,150
Sorvetes e Sobremesas,Ching's Segredo Chow mein Hakka Macarrao instantaneo Masala,6000,10,2,5400,100,FALSE,100
Sorvetes e Sobremesas,Integral Truth Meio amargo Chocolate Amendoim Manteiga - Crocante,23500,20,5,18800,325,FALSE,325
Sorvetes e Sobremesas,Mother's Receita Bhel Puri Chutney,5500,9,4,5000,200,FALSE,200
Sorvetes e Sobremesas,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,FALSE,680
Sorvetes e Sobremesas,Mother's Receita Lima Picles ,12000,5,1,11400,400,FALSE,400
Sorvetes e Sobremesas,Kitchens de India Lentilha Makhani,11000,30,2,7700,285,FALSE,285
Sorvetes e Sobremesas,Pantai Leve Soy Molho,27500,14,5,23400,200,FALSE,200
Sorvetes e Sobremesas,Ching's Segredo Doce Milho Sopa,5500,0,6,5500,55,FALSE,55
Sorvetes e Sobremesas,"Topo Ramen Noodles, Farinha de trigo integral",8000,0,1,8000,280,FALSE,280
Sorvetes e Sobremesas,Cantina Tortilla Molho Molho Azedo Cremoso Tex Mex,22500,15,5,19100,190,FALSE,190
Sorvetes e Sobremesas,Dabur Caseiro - Rajasthan Ki Alho Chutne,6500,6,6,6100,200,FALSE,200
Sorvetes e Sobremesas,MTR Seviyan Aletria ,4200,0,2,4200,400,FALSE,400
Sorvetes e Sobremesas,Pantai Oyster Molho,27500,14,4,23400,200,FALSE,200
Sorvetes e Sobremesas,Ir Queijo Pasta - Four Pimentao (Soft & Creamy),9900,5,6,9400,200,FALSE,200
Sorvetes e Sobremesas,MTR Pronto Para Comer Paneer Manteiga Masala,13500,9,2,12200,300,FALSE,300
Sorvetes e Sobremesas,Nestle Lactogen Stage 2 Follow-up Formula Em po,34000,0,2,34000,400,FALSE,400
Sorvetes e Sobremesas,Kellogg's Crocante Pedacos Chocos,19000,10,6,17100,375,FALSE,375
Sorvetes e Sobremesas,Veeba Picante Doce Tomate Pimenta Molho,10400,20,3,8300,500,FALSE,500
Sorvetes e Sobremesas,Borges Durum Trigo Macarrao Superior Quality,25000,40,6,14900,500,FALSE,500
Sorvetes e Sobremesas,Funfoods Amendoim Manteiga Crocante,16900,7,1,15600,400,FALSE,400
Sorvetes e Sobremesas,Pantai Vermelho Curry Pasta,6000,0,4,6000,50,FALSE,50
Sorvetes e Sobremesas,ITC Mestre Chef Frango Seekh Kabab,32500,0,6,32500,500,FALSE,500
Sorvetes e Sobremesas,Del Monte Pizza & Macarrao Molho Spout Pacote,9900,0,3,9900,400,FALSE,400
Sorvetes e Sobremesas,Pantai Sriracha Vermelho Pimenta Molho,22500,15,6,19100,200,FALSE,200
Sorvetes e Sobremesas,Hershey's Cacau Pasta,29500,0,3,29500,350,FALSE,350
Sorvetes e Sobremesas,Maggi Ghee Tadka Upma Express Sache,2500,0,6,2500,65,FALSE,65
Sorvetes e Sobremesas,Ching's Segredo Manchurian Macarrao instantaneo,9100,0,5,9100,360,FALSE,360
Sorvetes e Sobremesas,Kellogg's Todos Bran Trigo Flocos,22000,6,5,20500,425,FALSE,425
Sorvetes e Sobremesas,Yummiez Frango Cafe da manha Linguicas,15000,0,3,15000,250,FALSE,250
Sorvetes e Sobremesas,Pantai Vermelho Curry Pasta,15000,14,3,12800,114,FALSE,114
Sorvetes e Sobremesas,Bagrrys Muesli Crocante Fruta & Castanha Com Cranberries,33000,10,6,29700,400,FALSE,400
Sorvetes e Sobremesas,Quaker Aveia Sache,27600,10,6,24800,1500,FALSE,1
Sorvetes e Sobremesas,Prasuma Momos - Com queijo Apimentado Vegetariano,29500,0,6,29500,24,FALSE,24
Sorvetes e Sobremesas,Veeba Sriracha Pimenta Alho Molho,14900,8,5,13700,320,FALSE,320
Sorvetes e Sobremesas,Ching's Segredo Apenas De molho - Vegetariano Hakka Macarrao instantaneo,11500,0,6,11500,600,FALSE,600
Sorvetes e Sobremesas,Moi Soi Kung Pao Molho - Para Refogado Frito Marinada Pasta & Molho,28000,50,5,14000,175,FALSE,175
